COMPID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132
46325	12528609	8523839	9408676	5954852	8284695	4167103	5058276	3161922	5075246	4125582	3187210	15755261	6210773	5411682	6404955	3679509	3877805	4525738	3796568	3059939	6303695	8469724	9660827	12593548	5434238	3228518	6537832	4800032	7410641	13381807	3214958	6699244	8882483	4543376	5055373	5904416	3631771	6724611	3111923	9671649	4812977	5722012	3831951	1293545	4600609	4363178	4090571	6330488	13685007	2868255	4720962	3821161	2295589	1264857	1131053	4635718	5143232	5839406	5110868	4388534	3483903	7870158	6555888	3225030	4334549	5753098	2699747	3976372	6807505	3499189	4140484	5470451	14386639	9679385	4076995	3339588	3755821	1463648	3925544	2891479	3801494	2900086	5760507	5306418	2241551	2107507	3397995	3107684	2426973	3760746	2894399	1539359	2245676	2138696	1937785	2115508	1447144	4085953	2119742	5201540	1430707	1075333	2233923	1331076	1544194	2058127	1949991	1410108	1201766	1635071	1356769	1228824	2195904	1032649	2028993	2651189	625867	960077	1291750	1642135	2037648	953464	4499642	4506267	1356197	695604	1835158	1449966	885244	1454402	2232006	1172582
34397	3211383	2658684	3765544	1294949	3795103	4649783	4389788	1454987	4868436	1355654	6843572	4485076	2694778	3083894	5201838	2730171	5413299	3076002	1745264	1710355	1599358	4276460	8408573	8922790	2778212	1460595	3452228	4244261	2517690	4994555	3470924	3100970	4308130	7038026	3495954	2848627	3625865	3162827	3146824	10487296	2070213	3857817	3402709	2612513	3740820	2997069	2504147	3857233	10550895	5791312	1755117	3795522	3742567	1254033	1704702	2495633	2425955	2911094	6264667	3128243	6439611	6939197	4197540	4568987	5560567	4911035	1517282	2103683	2397173	3470756	3246180	4289443	6027972	4801221	6871421	6173535	5974905	2641398	3360826	2029895	2941957	2640600	6017097	8183817	3567203	2704502	2231128	3998461	1926405	3478533	3315470	6724967	3016785	4193062	4474177	2273521	860665	2866943	3842364	1909598	2156553	1244863	2948514	2186765	1504457	3636409	2446606	2207951	2270262	3525110	3058926	2363874	4709253	1622921	6045786	2562264	1680332	1672799	2304316	1573700	2257305	2655464	2679917	2725377	998079	2388709	2594057	2175257	2555816	3681930	1959909	1284056
48341	2653407	2056636	2892087	507125	1822947	1755154	2018627	1121509	2296300	1443861	3833449	5748391	810020	3318158	2164354	2147942	2289758	1403498	379263	1280652	515353	3356330	3644710	5288349	1739317	1028242	3055751	1927637	2406181	2876040	2557815	1520004	886537	4548289	3807711	1801017	1951307	1158008	3771437	4594267	930625	3014221	1043854	2578725	2190308	1421364	2330704	1101498	15325003	4212739	558554	1807110	1228905	1264670	1245068	3552567	1346010	1451853	4051113	4860751	4075132	4551146	2464877	1183965	2209567	3156656	726575	1266276	2274062	1558754	2908023	2413544	2009748	4252315	2415686	6141476	13330036	1186261	1477428	716027	5199877	976629	2314308	3294042	1818211	847605	614205	5410842	1198014	787209	4279123	3258614	526719	1755281	2173670	764561	409245	1040280	2979625	616516	2056494	616342	1637954	2347206	546799	2166442	983752	2205129	874326	1275697	1837048	1627959	2330320	1065193	3421604	852922	1653811	1316287	880415		1051504	877921	525928	1781132	652692	918528	1761247	1683436	1144014	1191682	1407833	753243
34393	3126599	6374529	2785378	671912	1960468	2289384	3661825	1952134	2730913	1397117	9125153	10443212	1854902	1282394	1822374	2373425	1969969	1136363	1742534	1491636	881091	3833535	7246346	8728456	2268559	4347401	5455100	1857774	3495299	1631401	6709719	1090363	1400811	11536263	2614064	1746459	3442369	1671965	4070573	5895546	1457473	7062507	1617522	5542140	3112297	1196824	2352601	1253589	14998173	8668739	755585	2993397	1927728	1395583	2253762	5635218	2460628	2312079	6068890	4182685	4126121	4710035	6156982	3210219	7221985	4600212	998225	875116	3701006	2135610	3479963	5547651	3039394	13482399	2652486	6373693	6729167	2522866	2212626	5766380	4433146	1713353	2329905	22019632	1330285	3346012	559367	4690417	1061589	491713	6204419	15090056	1042103	3458696	2988797	1604596	510419	1506838	4647058	1646247	2739049	554451	1313333	1846934	996662	2538436	3565415	3101772	1547731	1092673	2181356	962300	6311529	1203340	6690222	1319668	1314910	2833321	819455	863727	1753610	1429196	1140436	3846109	1114332	387120	2009522	2145239	4672411	1941702	1812951	812766
45951	8948106	2542200	2761110	1697777	7357545	1643711	3082176	3479440	3781775	2508198	2170640	6237335	2199072	4520505	1755687	4129584	1794925	2742347	2174480	3196595	2074091	3822110	2716986	4936103	2889674	2662152	3548403	2558059	7403229	1693201	1669253	2853616	1180315	1172428	1778578	3551700	1210408	1565124	3792733	11644398	1495997	4712143	2861185	3793432	5463047	1723184	2976497	1818152	7846401	7417192	912217	6310959	3389782	1409241	3360402	9700981	7031615	2958187	4256162	5002448	6416627	7293139	6547972	3001345	6692304	2879494	3376601	638299	2984065	1585565	2051258	4413185	4723991	6513038	6716898	5448227	10671711	4310105	4821495	4109865	7784218	900646	1203395	8971751	2117820	6085480	1181113	3698644	7285626	1965795	3101015	2025666	2121911	3723658	2722515	5067720	2212156	2546997	2870957	1894645	4910885	1701905	879840	3031219	2013951	2603007	2008761	2979686	2948007	3900591	718382	1495142	4157269	2485603	3895999	1127602	2869198	1955473	1119108	1154397	1048884	2432139	2631906	3285346	2240450	910994	1575491	2697661	3056407	6646386	3760506	3292948
27447	94502768	115162744	60659260	20305928	39454588	71350480	86162056	62343696	59838676	31414018	233229104	245740944	37219332	43173036	60439648	50490072	47618468	35668328	64125688	59458836	39941008	173975584	167846992	197483248	74424304	79230520	187146320	70357680	81506088	52414068	172419712	52599248	36785932	377741248	154813488	38038128	71481296	63679584	136808944	245329744	39109348	215199616	47586752	138779456	124943552	26754004	44533868	36544012	332863904	146743632	21400716	103632880	26151348	35069524	52867352	187392080	57290412	56198876	142517744	101177864	81430368	128014232	131100944	80034296	169741616	77890016	33172780	26852410	94022712	61039092	100835208	137519472	68708240	258729648	61992472	191813056	189043072	50036060	41970284	92846720	130651840	40618028	94191384	361575584	59905612	87307200	21286392	76942840	36776196	23137772	115285040	268561024	31948194	90851248	66957880	27170874	28933446	33709340	100481016	36381768	53158300	25120250	45597584	51625500	27920942	71447536	70682768	49776264	37059548	60592328	36181560	41710904	138946880	50730640	166228064	53814916	29716436	83884904	30307416	41407816	41724684	48773888	24330206	48552852	21908990	22688178	49113624	49258412	60058284	48873936	41671292	17417362
34419	289093600	153101872	137520416	133321560	208646672	69232616	160253504	272345952	152427024	60951488	158155568	189362096	130816624	182179760	147151920	180571248	112676608	131494616	197346336	258293552	184278944	181402224	177821856	143530832	229276304	124180144	193168864	164350368	288616224	126382176	109345576	180144128	94994720	79988632	126219296	177667328	94993608	197151104	167418896	406236416	124457360	230013248	169418832	228667968	338528992	110410640	144686800	213155792	234635600	179371856	114829680	282767808	78351152	105557432	165998928	278208608	234069312	184925376	175796848	143073024	173033424	308047904	230302672	176836336	292848672	117277928	196699696	31264728	229406896	141030016	92267168	192791264	182197600	274566784	187363952	207215216	207491008	136166800	339626592	149003280	284088768	56735672	138677504	258058576	100798624	290182912	111865744	114243072	283737888	84623784	126705792	111927312	145555648	131014680	191198176	194585136	221250048	159843792	181073040	143144448	190552000	144485088	63537720	201066704	101672160	141791392	135481808	110923680	166436304	217738112	30623964	106942712	214371152	195911968	153086528	89243448	164033568	91755552	82950960	129515424	107821168	157184992	154388864	110755720	154491376	115384072	109705912	212220416	160570304	279831840	214465600	244363184
32635	39976848	31156726	26613088	18825472	14427248	6874573	31859980	32711714	10652794	9700744	24252496	29501068	16293002	13461212	21619378	22587372	20007896	5897626	30510942	26670808	24507074	19781488	19447798	15760401	36863712	20675036	44761880	20818406	18440282	13415244	29605376	24797950	13940715	59616832	15285775	19946024	26944446	28023740	53937620	67447808	12007586	58370232	11547936	38984216	20116258	8524483	16388221	14096395	24955384	24339004	35190008	26386798	11236184	21399414	29238788	31984490	26670176	21608648	29339448	26729738	25524010	41606060	17765694	19023222	34787648	14784102	7980694	15232120	44831676	17496834	33926628	37429864	24700346	29374878	24605428	44532616	13572400	16389845	34759128	27668958	25298472	6934382	20956246	37729636	17294610	24371108	9287515	19786784	21852790	13905090	24096306	30171566	17244352	16072403	8555239	24466030	27448454	26938660	30440882	10897740	56200012	23772984	29891470	38492800	21082330	30615114	27405138	32011486	22022556	30711062	17938578	11423286	72783880	27007154	18957054	12076399	24269940	27590448	16451869	24564384	25044126	34326992	18738658	27216074	62728432	20125178	38090024	31385236	27550236	46854480	31830314	33103526
36594	2348831	1555040	2401685	2355224	2302773	2228129	3207484	3728243	2042793	1132765	2303565	2550775	1254931	1833213	2698050	1626909	2044247	2407699	5410520	2437809	4776768	2497943	2135172	1983668	1915771	2634213	2771876	3800560	1793207	3196875	2231215	2487944	6456551	6376518	3423659	1453077	3002737	2363116	5032748	7021347	991352	3730330	1719644	2105179	3894964	2971615	1650926	2084477	1848181	3086625	1561829	2604205	3637413	1679274	4741600	4124690	9473996	7104003	1632698	3275850	1970312	5625513	2735848	1466452	3005785	3293341	2442790	4605138	2155529	2394068	2855539	3188539	4037206	3708582	3635196	3691485	2589691	1578018	3020057	2986160	4034662	2156428	2637086	4192364	2641277	3722829	1797806	2073729	3727311	1331045	2435880	2762961	2473926	7976481	3314913	2337258	2690987	2844319	3540258	820804	2887665	3583054	2723716	2048959	4121267	3019855	3808228	1991128	3883148	3468450	3538647	2695177	4323423	2336665	2855219	4276913	2239428	3353616	2408008	1788792	1901190	2272629	1907764	3064742	1942586	3014263	3066346	1022249	2212118	3551142	2876860	1900165
30460	213882	457819	298662	367711	197639	213889	336152	179317	197668	78407	226658	485979	324636	271681	217841	353944	242158	397961	163283	183219	228675	402110	473962	168351	402015	73549	338215	360907	364545	139011	176640	180833	222156	210681	215283	360748	347946	428539	441177	383769	93180	17206	526875	218420	315732	400763	320149	300837	542472	374837	790780	277414	535555	357110	251249	412608	253670	540318	538084	371714	347885	299700	315578	591791	443989	304240	391167	66334	484277	569195	183394	285079	306017	403109	240420	212951	301418	449554	670455	727576	595764	506045	640485	943126	421270	474122	800225	457928	231817	543493	402723	481156	581521	358582	261836	972475	434903	613762	541878	840023	367767	339197	247099	95660	166828	170568	208628	296966	242660	253320	443367	389649	269926	531849	463964	411150	458516	349941	209330	392264	151323	623325	366600	321795	904257	594026	779590	675347	564532	553467	482242	983006
32350	4721028	1723362	8061317	3382892	5039954	1033854	4748467	4712105	4091922	4095961	4132040	5078714	68958	3440444	2239449	1139941	3758834	1824294	1831650	2693046	1573440	3982433	4511952	4523203	2480435	3584219	4681813	4611512	5133207	392338	3447961	3514292	2627472	3480762	1051016	4462083	5268522	4775107	5457707	5749184	3415472	3273454	5251084	3249336	5370707	1065150	2369514	2187198	3245239	121867	6643845	4318093	2981338	2057376	3877395	10131529	2763553	4094505	3146809	2423412	5146738	3443435	521462	6860471	3359251	872541	3896477	893333	6388077	3479254	4148842	2693207	3850837	4643666	3036564	3810162	3789870	1741496	2154022	6260361	5414664	1758118	3121354	4661923	2710801	4040207	4931369	5031995	2239767	1901674	3757319	4001860	3447499	727268	3170585	410998	3938999	5072646	1219308	436101	3945382	3513830	3314433	2673477	3352140	4138143	2591693	3959951	2929088	2674865	3352026	5057982	5702121	5337741	3206547	2968912	3416763	3682400	1951469	3354890	3612250	4398569	1444600	4926084	3481028	3023403	3707032	3482536	4521776	2234297	3561311	5259318
34395	1628005	170132	24652	7381	53255		45146	36107	14933		40717					43789	25004				51009		25539	331981	319818	22675			329044					15527		23437		70705	57328			10818	92601	142999		18620	6913	121035	181568		724515	24062			12592	59240	558938	111183	515171	393185	34596	101230	153069	455021			21201	49421	45955	226357	550138		500686	31873	37128	336716	98730	27460	119903	51886	2024021	62856	13610	524156	294618	55674	1244766	2075924	119644	170517		91926	118253	248444	22185	110197	10680	537550	280392	13185	129091	333872	495835	31173	612229	224386	319126		527568	386233	687595	119385	87919	23001	304621	128760	1183859	619703	300943	45763	306384	530949	20398	37234	500569	185994	499601	17186	605998	728595	320899	198405
34389	10062300	1712028									279455											426298			1346287	160289			901031	361853	296669	204991		136807								162612	105443	977056			972342	1135097			1942477					1273926	3034158	1185228	1170410	2075584			439381	608661		490729			622922		1445085	403293	2846723			572927	897033		998366		5915766			1238128	1096529		7081599	2521585		1033139			326204	1738785				2192903	944385			3137445	5906338	254956	2304412	1514998	2599822		1185228	1046090	3747631				1235358		2717318	2334329	1023615		873067	3059655		1513619	1466203	247643	3530986		1489921	2680786	1837217	
35625	12663507	12438188	14479402	1285112	1139999	2590247	1046759	5834328	4554977	4247060	11912808	11122694	2923748	1894715	1409755	3298729	2729399	1121595	4821708	11877386	9142352	2864158	1072171	8805139	4960833	4503749	5550145	3049000	2889157	1629091	13322614	3173477	1582261	7890705	3301020	3324696	1984148	1953440	13591163	5486534	1264667	16317015	4057647	4869027	1707821	1091663	2641774	1223203	17353758	20343170	1651503	1160869	2115215	3683409	9225992	4864545	2434007	3110789	16990620	13078800	7322119	948167	3306573	2141097	7943627	2605433	1326086	588450	1598190	679159	7846546	10132865	6981918	4982587	4908313	9790225	9016006	3727609	2973405	2602220	10371214	1789240	2620851	11941365	7152861	1199305	1216644	20581004	895485	1115110	8753814	17678534	540684	3441784	4978829	2455891	616221	1278918	6784295	1710192	3891589	1398062	3790644	7379401	1230756	22092530	7935625	2572860	1293687	2921457	2596392	3180698	34970440	1985010	3583921	1217245	1978849	2465876	501420	1322755	2351759	1972481	1787810	3111689	3652819	1105683	1653335	25149176	2132891	3735654	4526354	2792452
21184	269006496	225988560	179474304	21621054	45349644	30228722	193649136	95473280	30455650	60612388	560162496	463180864	74713736	79110808	71061648	115813016	58838136	13757421	54098816	95031776	20010216	286340096	253237072	74809728	21424754	87278256	310427104	127910536	169416608	115444624	71342944	26469096	12976392	410339104	262622528	93124976	106569112	32717726	95858024	324639872	53073596	80245552	27011124	160772960	66315788	13072813	65729168	27384654	553141632	226395232	9533990	43560608	26624260	53406744	95607656	224608464	27882644	15891587	250483696	192013728	205513776	42838600	43453944	18650460	90599328	180927856	6970814	55902296	101269064	63647636	265483104	79567456	98282752	281352896	69522704	270547680	259405600	24947102	14178418	32573506	188108064	64083444	47855832	103075280	28444666	29774462	12238061	327014368	28259782	28024738	120919432	69056712	36423516	43749908	26944040	11318791	6011906	39586948	37542140	37023544	63831904	25615828	62975572	88674000	37480544	52286440	45402796	121330320	7333449	19847194	43662772	10144401	47642204	14928425	222456640	27374732	29957416	54193896	21724328	43976836	22966686	21649106	48087500	45310480	8630215	44819672	52381520	39896132	19180222	13681822	40007016	9536527
48258	193040608	70743000	95132832	92124104	148371424	60961908	82562200	110128032	103073352	66886280	68045136	116182880	86406712	129654872	98232496	103220288	47102576	105510256	68251232	119031392	97338424	116848616	147200480	103697808	118851040	60492008	100657712	78845024	193724720	59166524	45266640	68775880	44090916	17265048	105837144	90253696	40776836	127075640	94047792	197162512	81132528	99401032	74988224	85322128	167987408	58823976	72210960	122216952	125100464	81107176	44157792	146988464	43234620	50458432	46985816	117621912	86423968	67365760	94827960	97403736	119302448	116789536	109792496	114301336	117079696	82819248	81762680	36400576	118178784	62923292	39126548	114476416	122958672	141086640	110631776	92830856	147938336	79914632	144634432	78763544	98072704	52114532	78245192	169063920	48854308	104545512	61369384	93033136	100222320	65532304	90762464	52778248	52576204	74683856	69188328	79038480	80231032	59136544	79013136	114015376	53658092	48689672	15330624	69109304	41313312	73597896	52387872	45050212	68886248	67139632	13579097	44092316	92671072	65150488	81300640	39035696	49340932	30759308	35680876	50906772	53473656	66486052	95941360	56240676	66887684	51582764	41860904	84924344	66900064	95941312	62282512	75314984
35628	19509704	26712708	16708261	10941435	7270218	4281129	20431574	16886306	7374462	9963890	17823344	18860654	21702262	7844000	9845640	13147580	12098048	5791623	15696311	15284816	15247261	11826486	13420124	7770472	20820490	11320813	25864148	15206968	11462921	7346702	14937796	12368491	5770267	29807822	10318438	7441382	19373698	11075819	38786788	40856712	6812381	25898352	6818707	14715321	11669717	6155587	14786084	7256882	12346055	11045965	21886884	15077735	9050154	9998571	12381668	17725702	7361969	11660348	17682388	19789552	10052499	15634788	7219309	8537391	18818596	13540057	7039371	17072488	20154422	6804763	19764366	29209588	12426220	15979852	11157468	21575930	9794438	8969627	18385240	15111462	10069710	6042091	10138328	23054644	8200018	9295039	6462084	14467402	11708278	10387639	15932637	17214562	7739595	13398337	5654149	14136833	10676497	11791026	12509629	11377483	23427918	10853581	14005165	15118186	6885523	12968224	11545207	17073658	8007277	13903195	6931150	4345299	31667712	13887455	9342996	5911061	6516674	8915223	8096784	8986284	11344219	16100635	13397777	7822672	27101384	19316296	15567918	12448658	12413044	16772864	14162715	13807777
45968	439682		279154	273914		116412					259529		173350						464332	206492	296002											351351	33692				180842	123778	274813			184723	88243	111058							342407				419733		323257			263011		687861	116485				62328	419063	155227		389831	273014							106398	154333		268673	180986	379886	412259		86736	303561	311811	126518	44672	38090					72535	216362	314387		87206	271472	424917		380123	200779	403580	295846	135053	331639	323806		333305	312775							252362	527284			604407			458857	345659	435635		273914
